"MS.Zoning","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Mas.Vnr.Type","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",9259,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","BrkTil","Fa",660,"GasA","TA","N","SBrkr",0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",2,440,"N",80,0,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",85000
"RL",9600,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,1995,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","Gd",1067,"GasA","TA","Y","SBrkr",0,0,2,0,2,1,"Gd",4,"Min2",0,"NP","Attchd",2,436,"Y",290,0,0,0,0,"NP","NP","NP",0,2,2010,"WD ","Normal",128000
"RL",23595,"Pave","NP","Reg","Low","AllPub","Inside","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,"Shed","WdShake","Plywood","None","Gd","TA","PConc","Gd",1332,"GasA","TA","Y","SBrkr",2,0,0,1,0,1,"Gd",4,"Typ",1,"TA","Attchd",2,586,"Y",268,0,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Normal",260000
"RL",17082,"Pave","NP","IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story",6,5,1992,"Gable","CompShg","VinylSd","BrkFace","TA","TA","PConc","Gd",1117,"GasA","Ex","Y","SBrkr",1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",2,522,"Y",336,104,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",230000
"RL",18600,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",3,4,1990,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",972,"GasA","TA","Y","FuseA",0,1,2,0,4,1,"Fa",8,"Typ",1,"Gd","Attchd",1,480,"Y",0,0,60,0,0,"NP","NP","Shed",450,6,2010,"WD ","Normal",124000
"RL",10625,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","BrkTil","TA",458,"GasA","Fa","N","SBrkr",0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Basment",1,366,"Y",0,0,77,0,0,"NP","NP","Shed",400,5,2010,"COD","Abnorml",83000
"RL",11479,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1987,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",663,"GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1,467,"Y",0,52,52,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",144500
"RL",9571,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1956,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",1144,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,596,"Y",44,0,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",129000
"RL",9350,"Pave","NP","Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1979,"Gable","CompShg","WdShing","None","TA","TA","CBlock","TA",756,"GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA",8,"Typ",1,"TA","Detchd",1,209,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",127000
"RL",9525,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1998,"Gable","CompShg","WdShing","None","TA","TA","CBlock","TA",1172,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,366,"Y",240,0,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",128000
"RL",10420,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,2009,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",1212,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,460,"Y",100,22,0,0,0,"NP","NP","NP",0,3,2010,"WD ","Normal",186000
"RL",17485,"Pave","NP","IR2","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",7,5,2010,"Gable","CompShg","VinylSd","Stone","Gd","TA","PConc","Gd",1508,"GasA","Ex","Y","SBrkr",1,0,1,0,1,1,"Gd",5,"Typ",2,"TA","Attchd",2,572,"Y",0,0,0,0,0,"NP","NP","NP",0,1,2010,"Con","Partial",308030
"RL",11200,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,3,1964,"Gable","CompShg","Wd Sdng","None","TA","Fa","CBlock","TA",1250,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"TA",5,"Typ",0,"NP","Detchd",2,504,"N",0,144,0,0,0,"NP","NP","NP",0,6,2010,"COD","Normal",114000
"RL",11100,"Pave","NP","Reg","Low","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,7,2006,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","NP",0,"GasA","Ex","Y","SBrkr",0,0,1,0,2,1,"Gd",6,"Typ",0,"NP","Detchd",1,308,"Y",0,0,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Abnorml",84900
"RL",9206,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,"Gable","CompShg","HdBoard","BrkFace","Gd","TA","CBlock","Gd",741,"GasA","TA","Y","SBrkr",0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,476,"Y",192,46,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",178000
"RL",11980,"Pave","NP","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","1Story",7,5,1987,"Gable","CompShg","Plywood","BrkFace","Gd","TA","CBlock","Gd",1433,"GasA","Ex","Y","SBrkr",1,0,1,1,1,1,"Gd",4,"Typ",2,"TA","Attchd",2,528,"Y",0,278,0,0,266,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",270000
"RL",12361,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,7,1993,"Gable","CompShg","VinylSd","BrkFace","Gd","Gd","PConc","Gd",946,"GasA","Ex","Y","SBrkr",0,1,2,1,3,1,"Gd",8,"Typ",1,"Gd","2Types",4,1017,"Y",450,92,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",218000
"RL",9938,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,"Gable","CompShg","MetalSd","BrkFace","Gd","TA","PConc","Gd",1050,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",2,574,"Y",156,90,0,0,0,"NP","GdPrv","NP",0,6,2010,"WD ","Normal",236000
"RL",9069,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",6,6,1992,"Gable","CompShg","HdBoard","None","TA","TA","PConc","Gd",936,"GasA","Ex","Y","SBrkr",1,0,1,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,564,"Y",120,0,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Normal",147000
"RL",10475,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,"Gable","CompShg","VinylSd","Stone","Gd","TA","PConc","Gd",1694,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",3,776,"Y",160,33,0,0,0,"NP","NP","NP",0,2,2010,"WD ","Normal",245350
"RL",6762,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,"Gable","CompShg","VinylSd","Stone","Gd","TA","PConc","Gd",1187,"GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"Gd",6,"Typ",0,"NP","Attchd",2,632,"Y",105,61,0,0,0,"NP","NP","NP",0,2,2010,"WD ","Normal",206000
"RL",10402,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",1226,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",3,740,"Y",0,36,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",198900
"RL",7360,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2010,"Gable","CompShg","VinylSd","Stone","Gd","TA","PConc","Gd",1222,"GasA","Ex","Y","SBrkr",0,0,2,0,2,1,"Gd",6,"Typ",0,"NP","Attchd",2,615,"Y",0,54,0,0,0,"NP","NP","NP",0,3,2010,"WD ","Normal",187000
"RL",12376,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,"Hip","CompShg","Plywood","None","TA","TA","PConc","Gd",1673,"GasA","Gd","Y","SBrkr",1,0,3,0,5,1,"Gd",11,"Typ",2,"TA","Attchd",3,594,"Y",367,0,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",320000
"RL",14235,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1.5Fin",6,8,1993,"Gable","CompShg","Wd Sdng","None","TA","TA","PConc","Fa",676,"GasA","TA","Y","SBrkr",0,0,2,0,3,1,"TA",6,"Typ",0,"NP","Detchd",2,484,"N",0,59,0,0,0,"NP","NP","NP",0,3,2010,"WD ","Normal",138500
"RL",8816,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1010,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,440,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",155000
"RL",11105,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer",5,5,1996,"Gable","CompShg","VinylSd","None","TA","Gd","PConc","Gd",870,"GasA","Gd","Y","SBrkr",1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",2,580,"Y",71,0,0,0,0,"NP","GdPrv","NP",0,7,2010,"WD ","Normal",159000
"RL",9337,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",878,"GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",2,513,"Y",0,39,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Normal",191000
"RL",8750,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,"Gable","CompShg","VinylSd","BrkFace","TA","TA","PConc","Gd",804,"GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,523,"Y",0,77,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",200500
"RL",15240,"Pave","NP","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,2004,"Gable","CompShg","CemntBd","None","Gd","Gd","CBlock","Gd",1026,"GasA","Ex","Y","SBrkr",1,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",1,308,"Y",316,85,0,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",150000
"RL",10900,"Pave","NP","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,7,1977,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","Gd",689,"GasA","Ex","Y","SBrkr",0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",1,299,"Y",0,36,0,0,0,"NP","MnPrv","Shed",450,3,2010,"WD ","Normal",161750
"RL",10650,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",894,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,308,"Y",365,0,0,0,0,"NP","MnPrv","NP",0,2,2010,"WD ","Normal",128200
"RL",7480,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",876,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",2,484,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",127000
"RL",10389,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,"Hip","CompShg","CemntBd","BrkFace","Gd","TA","PConc","Gd",1978,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",3,850,"Y",188,25,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",318000
"RL",11423,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",1581,"GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,670,"Y",180,0,0,0,0,"NP","MnPrv","Shed",2000,5,2010,"WD ","Normal",272000
"RL",9548,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",941,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,613,"Y",192,39,0,0,0,"NP","NP","NP",0,1,2010,"WD ","Normal",237000
"RL",9375,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,"Gable","CompShg","VinylSd","None","Gd","TA","PConc","Gd",1040,"GasA","Ex","Y","SBrkr",0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",2,621,"Y",331,38,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Normal",240000
"RL",12137,"Pave","NP","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,"Gable","CompShg","VinylSd","BrkFace","TA","TA","PConc","Gd",1649,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,598,"Y",0,34,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",224900
"RM",4435,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",848,"GasA","Ex","Y","SBrkr",1,0,1,0,1,1,"Gd",4,"Typ",0,"NP","Attchd",2,420,"Y",140,0,0,0,0,"NP","NP","NP",0,4,2010,"WD ","Normal",143750
"RM",4426,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",848,"GasA","Ex","Y","SBrkr",1,0,1,0,1,1,"Gd",3,"Typ",0,"NP","Attchd",2,420,"Y",160,0,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",143000
"RL",10635,"Pave","NP","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,"Hip","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",1657,"GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",2,502,"Y",0,262,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",232000
"RL",8400,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",1473,"GasA","Ex","Y","SBrkr",1,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,606,"Y",0,35,0,144,0,"NP","NP","NP",0,5,2010,"WD ","Normal",213000
"RL",8773,"Pave","NP","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,"Gable","CompShg","VinylSd","BrkFace","Gd","TA","PConc","Gd",1414,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,494,"Y",132,105,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",185500
"RL",8777,"Pave","NP","Reg","Lvl","AllPub","Inside","Mod","Edwards","Feedr","Norm","1Fam","1Story",3,6,2007,"Gable","CompShg","VinylSd","None","TA","Gd","CBlock","NP",0,"GasA","TA","N","SBrkr",0,0,1,0,2,1,"TA",5,"Min1",0,"NP","Detchd",1,240,"N",0,0,0,0,0,"NP","NP","NP",0,4,2010,"ConLD","Normal",84900
"RL",8842,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1954,"Gable","CompShg","VinylSd","None","TA","Gd","CBlock","Fa",381,"GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Detchd",1,319,"Y",60,0,56,0,0,"NP","MnPrv","NP",0,1,2010,"Oth","Abnorml",155891
"RL",9825,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,5,1965,"Hip","CompShg","AsphShn","None","TA","TA","CBlock","NP",0,"GasA","TA","N","SBrkr",0,0,2,0,4,2,"TA",8,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",100000
"RL",10044,"Pave","NP","IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1968,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","Gd",1196,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,336,"Y",257,0,168,0,0,"NP","MnPrv","NP",0,6,2010,"WD ","Normal",144000
"RL",11792,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,5,1950,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",744,"GasA","Ex","N","FuseF",0,0,1,0,2,1,"Fa",5,"Typ",0,"NP","Detchd",2,480,"P",0,0,0,0,160,"NP","NP","NP",0,6,2010,"WD ","Abnorml",64000
"RL",6305,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1975,"Gable","CompShg","Plywood","None","TA","TA","CBlock","TA",1008,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd",1,352,"Y",0,0,0,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",125200
"RL",7819,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,5,1976,"Gable","CompShg","Plywood","None","TA","TA","CBlock","TA",1029,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd",2,672,"Y",144,0,0,0,0,"NP","MnPrv","NP",0,3,2010,"WD ","Abnorml",107000
"RL",6410,"Pave","NP","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1958,"Hip","CompShg","WdShing","None","TA","TA","CBlock","TA",960,"GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,5,2010,"WD ","Normal",90000
"RM",8546,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2004,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",1121,"GasA","Ex","Y","SBrkr",0,0,2,0,2,1,"TA",5,"Typ",0,"NP","Attchd",2,440,"Y",132,64,0,0,0,"NP","NP","NP",0,3,2010,"WD ","Normal",140000
"RL",8741,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1950,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",735,"GasA","TA","Y","FuseA",0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd",1,220,"Y",0,140,0,0,0,"NP","MnPrv","NP",0,4,2010,"WD ","Normal",113000
"RL",12180,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin",4,4,1950,"Gable","CompShg","MetalSd","None","TA","Fa","BrkTil","Gd",672,"Grav","Fa","N","FuseA",1,0,1,0,2,1,"Fa",5,"Typ",0,"NP","Detchd",1,280,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,7,2010,"WD ","Normal",80000
"RL",8562,"Pave","NP","Reg","Lvl","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",5,6,2002,"Hip","CompShg","HdBoard","Stone","TA","TA","CBlock","TA",1216,"GasA","Ex","Y","FuseA",0,0,1,0,4,1,"TA",7,"Min2",1,"Gd","Basment",1,364,"Y",116,78,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",144500
"RL",4853,"Pave","NP","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Artery","Norm","1Fam","1Story",5,6,1999,"Gable","CompShg","MetalSd","BrkFace","TA","TA","BrkTil","TA",1107,"GasA","Fa","N","FuseA",0,0,2,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd",1,260,"Y",0,0,36,0,0,"NP","MnPrv","NP",0,5,2010,"WD ","Normal",104000
"RL",6858,"Pave","NP","Reg","Bnk","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,4,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","PConc","Gd",806,"GasA","TA","N","FuseF",1,0,1,1,4,1,"Fa",6,"Typ",0,"NP","Detchd",1,216,"Y",0,66,136,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",128000
"RL",8212,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1950,"Gable","CompShg","Stucco","None","TA","Fa","BrkTil","TA",864,"GasA","TA","N","FuseF",1,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",1,200,"Y",0,0,96,0,0,"NP","NP","NP",0,6,2010,"WD ","Normal",58500
"RL",5000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,6,1950,"Gable","CompShg","BrkFace","None","TA","TA","BrkTil","TA",1026,"GasA","TA","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1,308,"Y",0,0,242,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",127000
"RL",7890,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1Story",6,6,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",856,"GasA","TA","Y","SBrkr",1,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Detchd",2,399,"Y",0,0,0,0,166,"NP","NP","NP",0,3,2010,"WD ","Normal",126000
"RH",7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","Duplex","2Story",4,6,1967,"Flat","Tar&Grv","Plywood","None","TA","TA","Slab","NP",0,"GasA","TA","Y","SBrkr",0,0,3,0,6,2,"TA",10,"Min2",0,"NP","NP",0,0,"Y",0,0,0,0,0,"NP","NP","Shed",500,2,2010,"WD ","Normal",160000
"RL",9839,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,2,1950,"Gable","CompShg","VinylSd","None","TA","TA","PConc","TA",894,"GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA",7,"Typ",1,"Gd","NP",0,0,"N",0,156,0,0,0,"NP","NP","NP",0,5,2010,"WD ","Normal",100000
"RL",9638,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,1990,"Gable","CompShg","Wd Sdng","None","TA","TA","PConc","TA",804,"GasA","Ex","Y","SBrkr",0,0,2,0,4,1,"Gd",10,"Min2",1,"Gd","Detchd",1,336,"Y",272,0,42,0,116,"NP","NP","NP",0,3,2010,"WD ","Normal",169000
"RL",10452,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,6,1985,"Gable","CompShg","Wd Sdng","BrkFace","Gd","Gd","BrkTil","Gd",1528,"GasA","Ex","Y","SBrkr",1,0,1,1,4,1,"TA",8,"Typ",2,"TA","Attchd",1,312,"Y",0,0,86,0,0,"NP","NP","NP",0,7,2010,"WD ","Normal",257500
"RL",15600,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1991,"Gable","CompShg","VinylSd","BrkFace","TA","Gd","CBlock","TA",1032,"GasA","Ex","Y","SBrkr",0,0,2,1,5,2,"TA",11,"Typ",0,"NP","Detchd",2,484,"Y",0,0,0,0,0,"NP","NP","NP",0,3,2010,"WD ","Normal",215000
